None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
313,JBLU,MRQ,2015-06-30,2015-06-30,2015-06-30,2020-02-19,-24000000,8317000000,,1405000000,6912000000,,8.916,-238000000,484000000,484000000,618000000,152000000,0.643,1.978,2032000000,229000000,1803000000,2032000000,0,81000000,0,0.0,0.0,282000000,363000000,0.225,363000000,282000000,250000000,0.48,0.44,0.48,2793000000,,2793000000,8023353519,9,6.609,124000000,0.396,1.0,994000000,0.617,0,32000000,7679000000,,0,549000000,493000000,56000000,5524000000,2186000000,3338000000,6503353519,-177000000,0,-136000000,-123000000,0,-246000000,-293000000,-55000000,362000000,0,152000000,152000000,152000000,0,0,0.094,712000000,282000000,266000000,0.0,2.328,14.262,14.027,6308000000,0,20.76,1.064,1.064,144000000,1291000000,1612000000,1612000000,0,,,,,5000000,445000000,1.0,313263657,313263657,,5.146,8317000000,0,98000000,961000000,26.55,-781000000
314,JBLU,MRQ,2015-03-31,2015-03-31,2015-03-31,2020-02-19,-50000000,8304000000,,1511000000,6793000000,,8.715,-168000000,661000000,661000000,562000000,137000000,0.686,2.065,2181000000,264000000,1917000000,2181000000,0,87000000,0,0.0,0.0,256000000,343000000,0.225,343000000,256000000,222000000,0.44,0.4,0.44,2709000000,,2709000000,7814979752,8,5.947,360000000,1.158,1.0,961000000,0.631,0,34000000,7621000000,,0,497000000,399000000,98000000,5595000000,2203000000,3392000000,5983979752,258000000,0,30000000,-55000000,0,-33000000,-237000000,-70000000,528000000,0,137000000,137000000,137000000,0,0,0.09,708000000,253000000,248000000,0.0,2.209,11.206,10.754,6161000000,0,19.25,0.999,0.999,155000000,1139000000,1523000000,1523000000,0,,,,,5000000,435000000,1.0,310856091,310856091,,4.899,8304000000,0,85000000,897000000,26.713,-692000000
315,JBLU,ARY,2019-12-31,2020-02-18,2019-12-31,2020-02-19,2000000,11918000000,11397000000.0,1786000000,10132000000,0.71,17.006,-1156000000,1018000000,1018000000,3039000000,569000000,0.671,1.483,3152000000,472000000,2680000000,3152000000,0,525000000,0,0.0,0.0,847000000,1372000000,0.17,1372000000,847000000,768000000,1.92,1.91,1.92,4799000000,4716750000.0,4799000000,8144899384,10,5.937,293000000,1.038,1.0,5055000000,0.625,0,79000000,11389000000,10523250000.0,81000000,372000000,369000000,3000000,7119000000,2663000000,4456000000,6010899384,485000000,0,-491000000,658000000,0,165000000,-1129000000,40000000,1449000000,0,569000000,569000000,569000000,0,0,0.07,4255000000,800000000,401000000,0.0,1.253,10.564,11.094,9526000000,0,21.3,0.743,0.743,231000000,4322000000,8094000000,8094000000,0,0.05,0.121,0.08,0.105,31000000,2610000000,1.0,282201849,282201849,,28.682,11918000000,0,199000000,1251000000,42.232,-877000000
316,JBLU,ARY,2018-12-31,2019-02-21,2018-12-31,2020-02-19,-3000000,10426000000,10135000000.0,1474000000,8952000000,0.756,15.042,-1114000000,533000000,533000000,3047000000,188000000,0.61,1.261,1670000000,309000000,1361000000,1670000000,0,491000000,0,0.0,0.0,311000000,802000000,0.105,802000000,311000000,219000000,0.6,0.6,0.6,4611000000,4550750000.0,4611000000,6498265091,21,8.103,103000000,0.336,1.0,4611000000,0.602,0,92000000,9145000000,8527250000.0,78000000,416000000,413000000,3000000,5815000000,2418000000,3397000000,5361265091,174000000,0,-334000000,465000000,0,113000000,-1156000000,-28000000,1217000000,0,188000000,188000000,188000000,0,0,0.025,4323000000,288000000,437000000,0.0,1.163,28.517,29.15,8315000000,0,17.49,0.7,0.7,211000000,3679000000,7658000000,7658000000,0,0.019,0.041,0.036,0.041,28000000,2338000000,1.0,306533167,306533167,,24.983,10426000000,0,31000000,1088000000,34.013,-944000000
317,JBLU,ARY,2017-12-31,2018-02-16,2017-12-31,2020-02-19,0,9781000000,9623500000.0,1206000000,8575000000,0.729,15.019,-1202000000,359000000,359000000,2482000000,1147000000,0.504,1.023,1199000000,196000000,1003000000,1199000000,0,446000000,0,0.0,0.0,1016000000,1462000000,0.208,1462000000,1016000000,921000000,3.49,3.47,3.49,4834000000,4261250000.0,4834000000,7373743161,7,5.044,196000000,0.609,1.0,4533000000,0.646,0,95000000,8226000000,8000500000.0,55000000,392000000,390000000,2000000,4947000000,2395000000,2552000000,6533743161,-130000000,0,-343000000,-194000000,0,-553000000,-975000000,236000000,1398000000,0,1147000000,1147000000,1147000000,0,0,0.164,3533000000,1000000000,378000000,0.0,1.352,5.696,5.817,8049000000,0,20.3,0.931,0.931,245000000,3593000000,7015000000,7015000000,0,0.119,0.269,0.127,0.145,29000000,2154000000,1.0,321859269,321859269,,21.795,9781000000,0,-226000000,1033000000,30.389,-1189000000
318,JBLU,ARY,2016-12-31,2017-02-17,2016-12-31,2020-02-19,13000000,9487000000,9396500000.0,1567000000,7920000000,0.706,11.907,-1011000000,495000000,495000000,2104000000,759000000,0.705,1.364,1384000000,189000000,1195000000,1384000000,0,393000000,0,0.0,0.0,1327000000,1720000000,0.259,1720000000,1327000000,1216000000,2.32,2.22,2.32,4013000000,3729250000.0,4013000000,7666798404,6,4.457,621000000,1.843,1.0,4528000000,0.683,0,111000000,8153000000,7777500000.0,47000000,628000000,538000000,90000000,5474000000,2223000000,3251000000,6777798404,115000000,0,-89000000,-368000000,0,-472000000,-1045000000,-23000000,1632000000,0,759000000,759000000,759000000,0,0,0.114,3216000000,1312000000,242000000,0.0,1.689,8.93,8.668,7271000000,0,20.11,1.022,1.022,172000000,2446000000,6632000000,6632000000,0,0.081,0.204,0.171,0.2,23000000,1957000000,1.0,337036221,337036221,,19.677,9487000000,164000000,457000000,1509000000,28.148,-656000000
319,JBLU,ARY,2015-12-31,2016-02-17,2015-12-31,2020-02-19,-3000000,8660000000,8468750000.0,1373000000,7287000000,0.758,9.998,-941000000,381000000,381000000,2302000000,677000000,0.604,1.698,1843000000,448000000,1395000000,1843000000,0,345000000,0,0.0,0.0,1225000000,1570000000,0.245,1570000000,1225000000,1097000000,2.15,1.98,2.15,3210000000,2932250000.0,3210000000,8358777264,7,5.324,657000000,2.046,1.0,4114000000,0.641,0,128000000,7847000000,7722000000.0,44000000,607000000,558000000,49000000,5450000000,2275000000,3175000000,6896777264,-23000000,0,-157000000,-328000000,0,-487000000,-1134000000,-187000000,1598000000,0,677000000,677000000,677000000,0,0,0.106,2898000000,1216000000,205000000,0.0,2.149,10.187,9.991,6652000000,0,21.48,1.075,1.075,136000000,1679000000,6416000000,6416000000,0,0.08,0.231,0.159,0.191,20000000,1804000000,1.0,321079016,321079016,,19.983,8660000000,145000000,420000000,1218000000,26.972,-902000000
320,JBLU,ART,2019-12-31,2020-02-18,2019-12-31,2020-02-19,2000000,11918000000,11397000000.0,1786000000,10132000000,0.71,17.006,-1156000000,1018000000,1018000000,3039000000,569000000,0.671,1.483,3152000000,472000000,2680000000,3152000000,0,525000000,0,0.0,0.0,847000000,1372000000,0.17,1372000000,847000000,768000000,1.92,1.91,1.92,4799000000,4716750000.0,4799000000,8144899384,10,5.937,293000000,1.038,1.0,5055000000,0.625,0,79000000,11389000000,10523250000.0,81000000,372000000,369000000,3000000,7119000000,2663000000,4456000000,6010899384,485000000,0,-491000000,658000000,0,165000000,-1129000000,40000000,1449000000,0,569000000,569000000,569000000,0,0,0.07,4255000000,800000000,401000000,0.0,1.253,10.564,11.094,9526000000,0,21.3,0.743,0.743,231000000,4322000000,8094000000,8094000000,0,0.05,0.121,0.08,0.105,31000000,2610000000,1.0,282201849,282201849,,28.682,11918000000,0,199000000,1251000000,42.232,-877000000
321,JBLU,ART,2019-09-30,2019-10-28,2019-09-30,2020-02-19,-1000000,11319000000,11024000000.0,1460000000,9859000000,0.728,16.502,-1130000000,757000000,757000000,3038000000,577000000,0.529,1.376,2508000000,449000000,2059000000,2508000000,0,514000000,0,0.0,0.0,831000000,1345000000,0.167,1345000000,831000000,749000000,1.91,1.9,1.91,4764000000,4669750000.0,4764000000,7302586505,9,5.429,349000000,1.209,1.0,4992000000,0.622,0,82000000,10311000000,9962250000.0,84000000,304000000,299000000,5000000,6555000000,2759000000,3796000000,5551586505,244000000,0,-331000000,63000000,0,-277000000,-958000000,179000000,1479000000,0,577000000,577000000,577000000,0,0,0.072,4198000000,794000000,465000000,0.0,1.165,9.621,10.068,9267000000,0,19.23,0.691,0.691,251000000,4161000000,8030000000,8030000000,0,0.052,0.124,0.083,0.103,32000000,2570000000,1.0,288694046,288694046,,27.815,11319000000,0,172000000,1199000000,39.208,-1299000000
322,JBLU,ART,2019-06-30,2019-07-26,2019-06-30,2020-02-19,1000000,11236000000,10731000000.0,1469000000,9767000000,0.741,15.854,-1178000000,522000000,522000000,3082000000,440000000,0.508,1.392,2378000000,408000000,1970000000,2378000000,0,505000000,0,0.0,0.0,650000000,1155000000,0.145,1155000000,650000000,563000000,1.44,1.43,1.44,4697000000,4582250000.0,4697000000,7597653123,12,6.578,277000000,0.935,1.0,4870000000,0.612,0,87000000,10203000000,9557000000.0,85000000,452000000,448000000,4000000,6539000000,2889000000,3650000000,5741653123,-140000000,0,-330000000,128000000,0,-212000000,-1383000000,-207000000,1455000000,0,440000000,440000000,440000000,0,0,0.055,4240000000,630000000,504000000,0.0,1.222,13.049,13.458,9219000000,0,19.38,0.722,0.722,282000000,3974000000,7952000000,7952000000,0,0.041,0.096,0.068,0.082,31000000,2503000000,1.0,296266931,296266931,,26.841,11236000000,0,123000000,1158000000,37.925,-1420000000
323,JBLU,ART,2019-03-31,2019-04-26,2019-03-31,2020-02-19,-1000000,11115000000,10407000000.0,1521000000,9594000000,0.747,15.308,-1075000000,521000000,521000000,3096000000,141000000,0.533,1.413,2447000000,403000000,2044000000,2447000000,0,498000000,0,0.0,0.0,257000000,755000000,0.097,755000000,257000000,167000000,0.46,0.46,0.46,4607000000,4528250000.0,4607000000,7379156107,29,9.774,68000000,0.226,1.0,4679000000,0.602,0,90000000,10190000000,9053000000.0,86000000,415000000,412000000,3000000,6508000000,2851000000,3657000000,5453156107,-50000000,0,-333000000,390000000,0,43000000,-1236000000,-152000000,1143000000,0,141000000,141000000,141000000,0,0,0.018,4443000000,236000000,482000000,0.0,1.184,38.675,39.391,9060000000,0,18.12,0.701,0.701,338000000,3795000000,7775000000,7775000000,0,0.014,0.031,0.028,0.033,30000000,2413000000,1.0,300946805,300946805,,25.835,11115000000,0,26000000,1123000000,36.933,-1330000000
324,JBLU,ART,2018-12-31,2019-02-21,2018-12-31,2020-02-19,-3000000,10426000000,10135000000.0,1474000000,8952000000,0.756,15.042,-1114000000,533000000,533000000,3047000000,188000000,0.61,1.261,1670000000,309000000,1361000000,1670000000,0,491000000,0,0.0,0.0,311000000,802000000,0.105,802000000,311000000,219000000,0.6,0.6,0.6,4611000000,4550750000.0,4611000000,6498265091,21,8.103,103000000,0.336,1.0,4611000000,0.602,0,92000000,9145000000,8527250000.0,78000000,416000000,413000000,3000000,5815000000,2418000000,3397000000,5361265091,174000000,0,-334000000,465000000,0,113000000,-1156000000,-28000000,1217000000,0,188000000,188000000,188000000,0,0,0.025,4323000000,288000000,437000000,0.0,1.163,28.517,29.15,8315000000,0,17.49,0.7,0.7,211000000,3679000000,7658000000,7658000000,0,0.019,0.041,0.036,0.041,28000000,2338000000,1.0,306533167,306533167,,24.983,10426000000,0,31000000,1088000000,34.013,-944000000
325,JBLU,ART,2018-09-30,2018-10-26,2018-09-30,2020-02-19,1000000,10147000000,9973750000.0,1507000000,8640000000,0.747,14.482,-1068000000,513000000,513000000,2964000000,690000000,0.6,1.299,1568000000,278000000,1290000000,1568000000,0,480000000,0,0.0,0.0,278000000,758000000,0.102,758000000,278000000,188000000,2.11,2.09,2.11,4414000000,4606500000.0,4414000000,6016919873,22,7.938,200000000,0.656,1.0,4482000000,0.602,0,90000000,8690000000,8297500000.0,75000000,484000000,483000000,1000000,5733000000,2512000000,3221000000,4961919873,63000000,0,-338000000,306000000,0,-48000000,-1157000000,-68000000,1268000000,0,690000000,690000000,690000000,0,0,0.093,4226000000,256000000,490000000,0.0,1.124,7.191,7.716,8008000000,0,16.28,0.666,0.666,243000000,3511000000,7446000000,7446000000,0,0.069,0.15,0.034,0.037,27000000,2276000000,1.0,304786233,304786233,,24.43,10147000000,0,-502000000,998000000,33.292,-1005000000
326,JBLU,ART,2018-06-30,2018-07-26,2018-06-30,2020-02-19,0,9940000000,9836000000.0,1448000000,8492000000,0.737,14.323,-1024000000,662000000,662000000,2766000000,819000000,0.591,1.218,1358000000,230000000,1128000000,1358000000,0,469000000,0,0.0,0.0,503000000,972000000,0.134,972000000,503000000,413000000,2.5,2.48,2.5,4481000000,4537750000.0,4481000000,6320981257,13,6.503,232000000,0.742,1.0,4485000000,0.619,0,90000000,8187000000,8136500000.0,77000000,314000000,312000000,2000000,5459000000,2449000000,3010000000,5624981257,56000000,0,-344000000,45000000,0,-315000000,-885000000,154000000,1256000000,0,819000000,819000000,819000000,0,0,0.113,4002000000,483000000,417000000,0.0,1.255,6.868,7.192,7902000000,0,17.98,0.776,0.776,225000000,3460000000,7251000000,7251000000,0,0.083,0.18,0.062,0.069,27000000,2223000000,1.0,312846566,312846566,,23.177,9940000000,0,-406000000,963000000,31.773,-1001000000
327,JBLU,ART,2018-03-31,2018-04-27,2018-03-31,2020-02-19,0,10027000000,9762000000.0,1320000000,8707000000,0.734,14.841,-1120000000,571000000,571000000,2570000000,1150000000,0.525,1.135,1143000000,248000000,895000000,1143000000,0,458000000,0,0.0,0.0,997000000,1455000000,0.203,1455000000,997000000,905000000,3.52,3.5,3.52,4697000000,4437500000.0,4697000000,6674057475,7,4.587,340000000,1.074,1.0,4595000000,0.641,0,92000000,8087000000,8050000000.0,0,270000000,268000000,2000000,5330000000,2512000000,2818000000,6102057475,77000000,0,-367000000,-203000000,0,-586000000,-797000000,338000000,1460000000,0,1150000000,1150000000,1150000000,0,0,0.161,3614000000,981000000,451000000,0.0,1.299,5.306,5.477,8139000000,0,19.28,0.852,0.852,251000000,3580000000,7165000000,7165000000,0,0.118,0.259,0.124,0.139,27000000,2194000000,1.0,316496757,316496757,,22.638,10027000000,0,-245000000,1014000000,31.681,-1192000000
328,JBLU,ART,2017-12-31,2018-02-16,2017-12-31,2020-02-19,0,9781000000,9623500000.0,1206000000,8575000000,0.729,15.019,-1202000000,359000000,359000000,2482000000,1147000000,0.504,1.023,1199000000,196000000,1003000000,1199000000,0,446000000,0,0.0,0.0,1016000000,1462000000,0.208,1462000000,1016000000,921000000,3.49,3.47,3.49,4834000000,4261250000.0,4834000000,7373743161,7,5.044,196000000,0.609,1.0,4533000000,0.646,0,95000000,8226000000,8000500000.0,55000000,392000000,390000000,2000000,4947000000,2395000000,2552000000,6533743161,-130000000,0,-343000000,-194000000,0,-553000000,-975000000,236000000,1398000000,0,1147000000,1147000000,1147000000,0,0,0.164,3533000000,1000000000,378000000,0.0,1.352,5.696,5.817,8049000000,0,20.3,0.931,0.931,245000000,3593000000,7015000000,7015000000,0,0.119,0.269,0.127,0.145,29000000,2154000000,1.0,321859269,321859269,,21.795,9781000000,0,-226000000,1033000000,30.389,-1189000000
329,JBLU,ART,2017-09-30,2017-10-27,2017-09-30,2020-02-19,4000000,9596000000,9550000000.0,1323000000,8273000000,0.723,12.908,-1208000000,454000000,454000000,2373000000,655000000,0.563,1.318,1255000000,224000000,1031000000,1255000000,0,432000000,0,0.0,0.0,1123000000,1555000000,0.225,1555000000,1123000000,1025000000,1.97,1.96,1.97,4139000000,4056000000.0,4139000000,7015137852,6,4.511,173000000,0.54,1.0,4527000000,0.656,0,98000000,8046000000,7982250000.0,0,420000000,420000000,0,5457000000,2351000000,3106000000,6214137852,-479000000,0,-463000000,-358000000,0,-852000000,-1008000000,216000000,1381000000,0,655000000,655000000,655000000,0,0,0.095,3420000000,1107000000,295000000,0.0,1.501,9.487,9.838,7742000000,0,19.38,0.901,0.901,186000000,2921000000,6900000000,6900000000,0,0.069,0.161,0.141,0.163,27000000,2082000000,1.0,320646948,320646948,,21.519,9596000000,0,370000000,1555000000,29.927,-1028000000
330,JBLU,ART,2017-06-30,2017-07-28,2017-06-30,2020-02-19,0,9644000000,9545750000.0,1449000000,8195000000,0.714,12.405,-1278000000,610000000,610000000,2319000000,675000000,0.58,1.364,1305000000,228000000,1077000000,1305000000,0,419000000,0,0.0,0.0,1165000000,1584000000,0.232,1584000000,1165000000,1062000000,2.03,1.99,2.03,4080000000,3982750000.0,4080000000,7950598195,7,5.019,219000000,0.666,1.0,4500000000,0.66,0,103000000,7841000000,7926250000.0,0,470000000,470000000,0,5564000000,2498000000,3066000000,7255598195,-385000000,0,-332000000,-365000000,0,-725000000,-1157000000,135000000,1497000000,0,675000000,675000000,675000000,0,0,0.099,3349000000,1151000000,294000000,0.0,1.778,10.749,10.867,7650000000,0,22.06,1.064,1.064,178000000,2742000000,6819000000,6819000000,0,0.071,0.169,0.147,0.171,26000000,2029000000,1.0,328902910,328902910,,20.733,9644000000,0,387000000,1457000000,29.322,-1049000000
331,JBLU,ART,2017-03-31,2017-04-28,2017-03-31,2020-02-19,5000000,9473000000,9499250000.0,1469000000,8004000000,0.697,11.964,-1130000000,499000000,499000000,2237000000,644000000,0.607,1.373,1337000000,197000000,1140000000,1337000000,0,407000000,0,0.0,0.0,1126000000,1533000000,0.232,1533000000,1126000000,1019000000,1.95,1.88,1.95,3992000000,3873750000.0,3992000000,8122094644,7,5.298,349000000,1.046,1.0,4383000000,0.662,0,107000000,7889000000,7863500000.0,0,608000000,608000000,0,5481000000,2422000000,3059000000,7284094644,-319000000,0,-198000000,-366000000,0,-576000000,-1222000000,-79000000,1479000000,0,644000000,644000000,644000000,0,0,0.097,3273000000,1110000000,270000000,0.0,1.825,11.311,11.195,7458000000,0,21.83,1.1,1.1,169000000,2532000000,6620000000,6620000000,0,0.068,0.166,0.143,0.17,25000000,1984000000,1.0,333673598,333673598,,19.84,9473000000,0,375000000,1379000000,28.39,-953000000
332,JBLU,ART,2016-12-31,2017-02-17,2016-12-31,2020-02-19,13000000,9487000000,9396500000.0,1567000000,7920000000,0.706,11.907,-1011000000,495000000,495000000,2104000000,759000000,0.705,1.364,1384000000,189000000,1195000000,1384000000,0,393000000,0,0.0,0.0,1327000000,1720000000,0.259,1720000000,1327000000,1216000000,2.32,2.22,2.32,4013000000,3729250000.0,4013000000,7666798404,6,4.457,621000000,1.843,1.0,4528000000,0.683,0,111000000,8153000000,7777500000.0,47000000,628000000,538000000,90000000,5474000000,2223000000,3251000000,6777798404,115000000,0,-89000000,-368000000,0,-472000000,-1045000000,-23000000,1632000000,0,759000000,759000000,759000000,0,0,0.114,3216000000,1312000000,242000000,0.0,1.689,8.93,8.668,7271000000,0,20.11,1.022,1.022,172000000,2446000000,6632000000,6632000000,0,0.081,0.204,0.171,0.2,23000000,1957000000,1.0,337036221,337036221,,19.677,9487000000,164000000,457000000,1509000000,28.148,-656000000
333,JBLU,ART,2016-09-30,2016-10-28,2016-09-30,2020-02-19,10000000,9579000000,9189750000.0,2008000000,7571000000,0.717,11.88,-987000000,941000000,941000000,2096000000,768000000,0.802,1.491,1689000000,439000000,1250000000,1689000000,0,382000000,0,0.0,0.0,1360000000,1742000000,0.265,1742000000,1360000000,1245000000,2.39,2.26,2.39,3846000000,3528500000.0,3846000000,6335626333,5,3.637,634000000,1.958,1.0,4489000000,0.682,0,115000000,7822000000,7701000000.0,0,636000000,581000000,55000000,5733000000,2505000000,3228000000,5587626333,329000000,0,-49000000,-244000000,0,-291000000,-1001000000,-5000000,1621000000,0,768000000,768000000,768000000,0,0,0.117,3143000000,1346000000,267000000,0.0,1.453,7.276,7.222,6953000000,0,17.26,0.849,0.849,145000000,2257000000,6585000000,6585000000,0,0.084,0.218,0.177,0.207,23000000,1933000000,1.0,323732696,323732696,,20.341,9579000000,0,477000000,1423000000,29.589,-497000000
334,JBLU,ART,2016-06-30,2016-07-29,2016-06-30,2020-02-19,16000000,9458000000,8943500000.0,2078000000,7380000000,0.731,11.26,-852000000,1001000000,1001000000,2119000000,767000000,0.795,1.595,1746000000,446000000,1300000000,1746000000,0,365000000,0,0.0,0.0,1356000000,1721000000,0.263,1721000000,1356000000,1237000000,2.41,2.26,2.41,3644000000,3321250000.0,3644000000,6677227790,5,3.88,863000000,2.667,1.0,4421000000,0.676,0,119000000,7590000000,7680750000.0,0,605000000,575000000,30000000,5814000000,2613000000,3201000000,5932227790,513000000,0,-40000000,-237000000,0,-279000000,-923000000,-62000000,1715000000,0,767000000,767000000,767000000,0,0,0.117,3078000000,1343000000,341000000,0.0,1.628,7.734,7.606,6791000000,0,18.33,0.907,0.907,153000000,2058000000,6540000000,6540000000,0,0.086,0.231,0.177,0.207,23000000,1910000000,1.0,323634904,323634904,,20.208,9458000000,0,470000000,1341000000,29.224,-535000000
335,JBLU,ART,2016-03-31,2016-05-03,2016-03-31,2020-02-19,-3000000,9062000000,8658250000.0,1774000000,7288000000,0.752,10.597,-939000000,823000000,823000000,2203000000,739000000,0.717,1.654,1780000000,448000000,1332000000,1780000000,0,349000000,0,0.0,0.0,1321000000,1670000000,0.257,1670000000,1321000000,1198000000,2.33,2.17,2.33,3414000000,3108500000.0,3414000000,7377543809,6,4.418,716000000,2.223,1.0,4306000000,0.662,0,123000000,7545000000,7703000000.0,0,530000000,530000000,0,5648000000,2474000000,3174000000,6420543809,158000000,0,-185000000,-324000000,0,-510000000,-987000000,-41000000,1655000000,0,739000000,739000000,739000000,0,0,0.114,2994000000,1312000000,260000000,0.0,1.881,8.688,8.554,6722000000,0,19.93,0.986,0.986,145000000,1878000000,6509000000,6509000000,0,0.085,0.238,0.171,0.203,22000000,1868000000,1.0,322154732,322154732,,20.205,9062000000,0,459000000,1276000000,28.129,-700000000
336,JBLU,ART,2015-12-31,2016-02-17,2015-12-31,2020-02-19,-3000000,8660000000,8468750000.0,1373000000,7287000000,0.758,9.998,-941000000,381000000,381000000,2302000000,677000000,0.604,1.698,1843000000,448000000,1395000000,1843000000,0,345000000,0,0.0,0.0,1225000000,1570000000,0.245,1570000000,1225000000,1097000000,2.15,1.98,2.15,3210000000,2932250000.0,3210000000,8358777264,7,5.324,657000000,2.046,1.0,4114000000,0.641,0,128000000,7847000000,7722000000.0,44000000,607000000,558000000,49000000,5450000000,2275000000,3175000000,6896777264,-23000000,0,-157000000,-328000000,0,-487000000,-1134000000,-187000000,1598000000,0,677000000,677000000,677000000,0,0,0.106,2898000000,1216000000,205000000,0.0,2.149,10.187,9.991,6652000000,0,21.48,1.075,1.075,136000000,1679000000,6416000000,6416000000,0,0.08,0.231,0.159,0.191,20000000,1804000000,1.0,321079016,321079016,,19.983,8660000000,145000000,420000000,1218000000,26.972,-902000000
337,JBLU,ART,2015-09-30,2015-10-30,2015-09-30,2020-02-19,-18000000,8594000000,8263500000.0,1626000000,6968000000,0.759,9.576,-812000000,610000000,610000000,2428000000,575000000,0.731,1.849,1982000000,238000000,1744000000,1982000000,0,337000000,0,0.0,0.0,1067000000,1404000000,0.224,1404000000,1067000000,934000000,1.84,1.68,1.84,3017000000,2762000000.0,3017000000,9198103342,9,6.551,670000000,2.127,1.0,3840000000,0.613,0,133000000,7741000000,7693750000.0,0,635000000,588000000,47000000,5577000000,2225000000,3352000000,7826103342,95000000,8000000,-68000000,-286000000,0,-358000000,-1029000000,-227000000,1482000000,0,575000000,575000000,575000000,0,0,0.092,2785000000,1055000000,264000000,0.0,2.594,13.611,13.5,6360000000,0,24.84,1.249,1.249,149000000,1489000000,6268000000,6268000000,0,0.07,0.208,0.139,0.17,19000000,1718000000,1.0,315060521,315060521,,19.895,8594000000,0,359000000,1040000000,27.277,-599000000
338,JBLU,ART,2015-06-30,2015-07-31,2015-06-30,2020-02-19,-24000000,8317000000,8050250000.0,1405000000,6912000000,0.759,8.872,-883000000,484000000,484000000,2576000000,456000000,0.643,1.978,2032000000,229000000,1803000000,2032000000,0,332000000,0,0.0,0.0,882000000,1214000000,0.199,1214000000,882000000,744000000,1.48,1.34,1.48,2793000000,2604250000.0,2793000000,8782436727,10,7.234,378000000,1.201,1.0,3534000000,0.578,0,138000000,7679000000,7677250000.0,0,549000000,493000000,56000000,5524000000,2186000000,3338000000,7234436727,-32000000,10000000,-74000000,-258000000,0,-335000000,-958000000,-85000000,1261000000,0,456000000,456000000,456000000,0,0,0.075,2666000000,868000000,266000000,0.0,2.59,15.865,15.527,6308000000,0,22.98,1.184,1.184,144000000,1291000000,6110000000,6110000000,0,0.057,0.175,0.115,0.144,18000000,1637000000,1.0,314814479,314814479,,19.408,8317000000,0,288000000,961000000,26.419,-781000000
339,JBLU,ART,2015-03-31,2015-04-30,2015-03-31,2020-02-19,-50000000,8304000000,7885250000.0,1511000000,6793000000,0.76,8.648,-835000000,661000000,661000000,2671000000,534000000,0.686,2.065,2181000000,264000000,1917000000,2181000000,0,330000000,0,0.0,0.0,984000000,1314000000,0.219,1314000000,984000000,839000000,1.79,1.58,1.79,2709000000,2484750000.0,2709000000,7951302878,8,6.051,283000000,0.903,1.0,3320000000,0.554,0,145000000,7621000000,7655750000.0,0,497000000,399000000,98000000,5595000000,2203000000,3392000000,6431302878,98000000,401000000,-11000000,-426000000,0,-450000000,-570000000,-135000000,1118000000,0,534000000,534000000,534000000,0,0,0.089,2593000000,727000000,248000000,0.0,2.374,12.044,11.469,6161000000,0,20.53,1.073,1.073,155000000,1139000000,5991000000,5991000000,0,0.068,0.215,0.129,0.164,18000000,1577000000,1.0,313263657,313263657,,19.124,8304000000,0,305000000,897000000,26.508,-692000000
340,JBLU,ARQ,2019-12-31,2020-02-18,2019-12-31,2020-02-19,2000000,11918000000,,1786000000,10132000000,,17.006,-479000000,1018000000,1018000000,727000000,161000000,0.671,1.483,3152000000,472000000,2680000000,3152000000,0,140000000,0,0.0,0.0,242000000,382000000,0.188,382000000,242000000,220000000,0.56,0.56,0.56,4799000000,,4799000000,8144899384,10,5.937,-228000000,-0.808,1.0,1304000000,0.642,0,22000000,11389000000,,81000000,372000000,369000000,3000000,7119000000,2663000000,4456000000,6010899384,261000000,0,-137000000,698000000,0,562000000,-552000000,-71000000,251000000,0,161000000,161000000,161000000,0,0,0.079,1077000000,227000000,401000000,0.0,1.253,10.564,11.094,9526000000,0,21.3,0.743,0.743,231000000,4322000000,2031000000,2031000000,0,,,,,7000000,664000000,1.0,282201849,282201849,,7.197,11918000000,0,59000000,1251000000,42.232,-877000000
