None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
341,JBLU,ARQ,2019-09-30,2019-10-28,2019-09-30,2020-02-19,-1000000,11319000000,,1460000000,9859000000,,16.502,-207000000,757000000,757000000,780000000,187000000,0.529,1.376,2508000000,449000000,2059000000,2508000000,0,134000000,0,0.0,0.0,272000000,406000000,0.195,406000000,272000000,254000000,0.63,0.63,0.63,4764000000,,4764000000,7302586505,9,5.429,23000000,0.08,1.0,1306000000,0.626,0,18000000,10311000000,,84000000,304000000,299000000,5000000,6555000000,2759000000,3796000000,5551586505,235000000,0,-125000000,142000000,0,14000000,-9000000,214000000,230000000,0,187000000,187000000,187000000,0,0,0.09,1059000000,247000000,465000000,0.0,1.165,9.621,10.068,9267000000,0,19.23,0.691,0.691,251000000,4161000000,2086000000,2086000000,0,,,,,7000000,654000000,1.0,288694046,288694046,,7.226,11319000000,0,67000000,1199000000,39.208,-1299000000
342,JBLU,ARQ,2019-06-30,2019-07-26,2019-06-30,2020-02-19,1000000,11236000000,,1469000000,9767000000,,15.854,-306000000,522000000,522000000,798000000,179000000,0.508,1.392,2378000000,408000000,1970000000,2378000000,0,127000000,0,0.0,0.0,255000000,382000000,0.181,382000000,255000000,236000000,0.6,0.59,0.6,4697000000,,4697000000,7597653123,12,6.578,242000000,0.817,1.0,1307000000,0.621,0,19000000,10203000000,,85000000,452000000,448000000,4000000,6539000000,2889000000,3650000000,5741653123,1000000,0,-99000000,-49000000,0,-148000000,-399000000,-101000000,548000000,0,179000000,179000000,179000000,0,0,0.085,1057000000,250000000,504000000,0.0,1.222,13.049,13.458,9219000000,0,19.38,0.722,0.722,282000000,3974000000,2105000000,2105000000,0,,,,,8000000,651000000,1.0,296266931,296266931,,7.105,11236000000,0,57000000,1158000000,37.925,-1420000000
343,JBLU,ARQ,2019-03-31,2019-04-26,2019-03-31,2020-02-19,-1000000,11115000000,,1521000000,9594000000,,15.308,-164000000,521000000,521000000,732000000,42000000,0.533,1.413,2447000000,403000000,2044000000,2447000000,0,124000000,0,0.0,0.0,78000000,202000000,0.108,202000000,78000000,58000000,0.14,0.14,0.14,4607000000,,4607000000,7379156107,29,9.774,256000000,0.851,1.0,1139000000,0.609,0,20000000,10190000000,,86000000,415000000,412000000,3000000,6508000000,2851000000,3657000000,5453156107,-12000000,0,-130000000,-133000000,0,-263000000,-169000000,-2000000,420000000,0,42000000,42000000,42000000,0,0,0.022,1063000000,76000000,482000000,0.0,1.184,38.675,39.391,9060000000,0,18.12,0.701,0.701,338000000,3795000000,1871000000,1871000000,0,,,,,9000000,641000000,1.0,300946805,300946805,,6.217,11115000000,0,16000000,1123000000,36.933,-1330000000
344,JBLU,ARQ,2018-12-31,2019-02-21,2018-12-31,2020-02-19,-3000000,10426000000,,1474000000,8952000000,,15.042,-453000000,533000000,533000000,728000000,169000000,0.61,1.261,1670000000,309000000,1361000000,1670000000,0,129000000,0,0.0,0.0,226000000,355000000,0.18,355000000,226000000,201000000,0.54,0.54,0.54,4611000000,,4611000000,6498265091,21,8.103,-172000000,-0.561,1.0,1240000000,0.63,0,25000000,9145000000,,78000000,416000000,413000000,3000000,5815000000,2418000000,3397000000,5361265091,20000000,0,23000000,103000000,0,120000000,-381000000,68000000,281000000,0,169000000,169000000,169000000,0,0,0.086,1019000000,221000000,437000000,0.0,1.163,28.517,29.15,8315000000,0,17.49,0.7,0.7,211000000,3679000000,1968000000,1968000000,0,,,,,8000000,624000000,1.0,306533167,306533167,,6.42,10426000000,0,32000000,1088000000,34.013,-944000000
345,JBLU,ARQ,2018-09-30,2018-10-26,2018-09-30,2020-02-19,1000000,10147000000,,1507000000,8640000000,,14.482,-255000000,513000000,513000000,824000000,50000000,0.6,1.299,1568000000,278000000,1290000000,1568000000,0,125000000,0,0.0,0.0,91000000,216000000,0.108,216000000,91000000,68000000,0.16,0.16,0.16,4414000000,,4414000000,6016919873,22,7.938,-49000000,-0.161,1.0,1184000000,0.59,0,23000000,8690000000,,75000000,484000000,483000000,1000000,5733000000,2512000000,3221000000,4961919873,-149000000,0,-124000000,207000000,0,79000000,-434000000,-172000000,206000000,0,50000000,50000000,50000000,0,0,0.025,1101000000,83000000,490000000,0.0,1.124,7.191,7.716,8008000000,0,16.28,0.666,0.666,243000000,3511000000,2008000000,2008000000,0,,,,,6000000,587000000,1.0,304786233,304786233,,6.588,10147000000,0,18000000,998000000,33.292,-1005000000
346,JBLU,ARQ,2018-06-30,2018-07-26,2018-06-30,2020-02-19,0,9940000000,,1448000000,8492000000,,14.323,-203000000,662000000,662000000,812000000,-120000000,0.591,1.218,1358000000,230000000,1128000000,1358000000,0,120000000,0,0.0,0.0,-138000000,-18000000,-0.009,-18000000,-138000000,-160000000,-0.38,-0.38,-0.38,4481000000,,4481000000,6320981257,13,6.503,33000000,0.105,1.0,1116000000,0.579,0,22000000,8187000000,,77000000,314000000,312000000,2000000,5459000000,2449000000,3010000000,5624981257,91000000,0,-102000000,213000000,0,107000000,-252000000,-46000000,236000000,0,-120000000,-120000000,-120000000,0,0,-0.062,1260000000,-144000000,417000000,0.0,1.255,6.868,7.192,7902000000,0,17.98,0.776,0.776,225000000,3460000000,1928000000,1928000000,0,,,,,7000000,561000000,1.0,312846566,312846566,,6.163,9940000000,0,-40000000,963000000,31.773,-1001000000
347,JBLU,ARQ,2018-03-31,2018-04-27,2018-03-31,2020-02-19,0,10027000000,,1320000000,8707000000,,14.841,-203000000,571000000,571000000,683000000,88000000,0.525,1.135,1143000000,248000000,895000000,1143000000,0,117000000,0,0.0,0.0,132000000,249000000,0.142,249000000,132000000,110000000,0.28,0.27,0.28,4697000000,,4697000000,6674057475,7,4.587,291000000,0.919,1.0,1071000000,0.611,0,22000000,8087000000,,0,270000000,268000000,2000000,5330000000,2512000000,2818000000,6102057475,212000000,0,-131000000,-58000000,0,-193000000,-89000000,122000000,494000000,0,88000000,88000000,88000000,0,0,0.05,943000000,128000000,451000000,0.0,1.299,5.306,5.477,8139000000,0,19.28,0.852,0.852,251000000,3580000000,1754000000,1754000000,0,,,,,7000000,566000000,1.0,316496757,316496757,,5.542,10027000000,0,22000000,1014000000,31.681,-1192000000
348,JBLU,ARQ,2017-12-31,2018-02-16,2017-12-31,2020-02-19,0,9781000000,,1206000000,8575000000,,15.019,-407000000,359000000,359000000,645000000,672000000,0.504,1.023,1199000000,196000000,1003000000,1199000000,0,118000000,0,0.0,0.0,193000000,311000000,0.177,311000000,193000000,170000000,2.05,2.04,2.05,4834000000,,4834000000,7373743161,7,5.044,-75000000,-0.233,1.0,1111000000,0.633,0,23000000,8226000000,,55000000,392000000,390000000,2000000,4947000000,2395000000,2552000000,6533743161,-91000000,0,19000000,-56000000,0,-41000000,-382000000,28000000,332000000,0,672000000,672000000,672000000,0,0,0.383,922000000,189000000,378000000,0.0,1.352,5.696,5.817,8049000000,0,20.3,0.931,0.931,245000000,3593000000,1756000000,1756000000,0,,,,,7000000,562000000,1.0,321859269,321859269,,5.456,9781000000,0,-502000000,1033000000,30.389,-1189000000
349,JBLU,ARQ,2017-09-30,2017-10-27,2017-09-30,2020-02-19,4000000,9596000000,,1323000000,8273000000,,12.908,-211000000,454000000,454000000,626000000,179000000,0.563,1.318,1255000000,224000000,1031000000,1255000000,0,114000000,0,0.0,0.0,316000000,430000000,0.237,430000000,316000000,293000000,0.55,0.55,0.55,4139000000,,4139000000,7015137852,6,4.511,-17000000,-0.053,1.0,1187000000,0.655,0,23000000,8046000000,,0,420000000,420000000,0,5457000000,2351000000,3106000000,6214137852,-156000000,0,-130000000,-54000000,0,-188000000,-162000000,50000000,194000000,0,179000000,179000000,179000000,0,0,0.099,877000000,310000000,295000000,0.0,1.501,9.487,9.838,7742000000,0,19.38,0.901,0.901,186000000,2921000000,1813000000,1813000000,0,,,,,6000000,534000000,1.0,320646948,320646948,,5.654,9596000000,0,114000000,1555000000,29.927,-1028000000
350,JBLU,ARQ,2017-06-30,2017-07-28,2017-06-30,2020-02-19,0,9644000000,,1449000000,8195000000,,12.405,-299000000,610000000,610000000,616000000,211000000,0.58,1.364,1305000000,228000000,1077000000,1305000000,0,109000000,0,0.0,0.0,356000000,465000000,0.252,465000000,356000000,332000000,0.64,0.64,0.64,4080000000,,4080000000,7950598195,7,5.019,141000000,0.429,1.0,1226000000,0.666,0,24000000,7841000000,,0,470000000,470000000,0,5564000000,2498000000,3066000000,7255598195,112000000,0,-125000000,-35000000,0,-164000000,-164000000,138000000,440000000,0,211000000,211000000,211000000,0,0,0.115,872000000,354000000,294000000,0.0,1.778,10.749,10.867,7650000000,0,22.06,1.064,1.064,178000000,2742000000,1842000000,1842000000,0,,,,,7000000,532000000,1.0,328902910,328902910,,5.6,9644000000,0,121000000,1457000000,29.322,-1049000000
351,JBLU,ARQ,2017-03-31,2017-04-28,2017-03-31,2020-02-19,5000000,9473000000,,1469000000,8004000000,,11.964,-285000000,499000000,499000000,596000000,85000000,0.607,1.373,1337000000,197000000,1140000000,1337000000,0,105000000,0,0.0,0.0,151000000,256000000,0.16,256000000,151000000,126000000,0.25,0.25,0.25,3992000000,,3992000000,8122094644,7,5.298,147000000,0.441,1.0,1008000000,0.628,0,25000000,7889000000,,0,608000000,608000000,0,5481000000,2422000000,3059000000,7284094644,5000000,0,-107000000,-49000000,0,-160000000,-267000000,20000000,432000000,0,85000000,85000000,85000000,0,0,0.053,861000000,147000000,270000000,0.0,1.825,11.311,11.195,7458000000,0,21.83,1.1,1.1,169000000,2532000000,1604000000,1604000000,0,,,,,9000000,526000000,1.0,333673598,333673598,,4.807,9473000000,0,41000000,1379000000,28.39,-953000000
352,JBLU,ARQ,2016-12-31,2017-02-17,2016-12-31,2020-02-19,13000000,9487000000,,1567000000,7920000000,,11.907,-413000000,495000000,495000000,535000000,180000000,0.705,1.364,1384000000,189000000,1195000000,1384000000,0,104000000,0,0.0,0.0,300000000,404000000,0.246,404000000,300000000,274000000,0.53,0.52,0.53,4013000000,,4013000000,7666798404,6,4.457,-98000000,-0.291,1.0,1106000000,0.674,0,26000000,8153000000,,47000000,628000000,538000000,90000000,5474000000,2223000000,3251000000,6777798404,-440000000,0,-101000000,-220000000,0,-340000000,-415000000,8000000,315000000,0,180000000,180000000,180000000,0,0,0.11,810000000,296000000,242000000,0.0,1.689,8.93,8.668,7271000000,0,20.11,1.022,1.022,172000000,2446000000,1641000000,1641000000,0,,,,,5000000,490000000,1.0,337036221,337036221,,4.869,9487000000,164000000,94000000,1509000000,28.148,-656000000
353,JBLU,ARQ,2016-09-30,2016-10-28,2016-09-30,2020-02-19,10000000,9579000000,,2008000000,7571000000,,11.88,-281000000,941000000,941000000,572000000,199000000,0.802,1.491,1689000000,439000000,1250000000,1689000000,0,101000000,0,0.0,0.0,358000000,459000000,0.265,459000000,358000000,330000000,0.61,0.58,0.61,3846000000,,3846000000,6335626333,5,3.637,29000000,0.09,1.0,1160000000,0.67,0,28000000,7822000000,,0,636000000,581000000,55000000,5733000000,2505000000,3228000000,5587626333,-62000000,0,1000000,-61000000,0,-61000000,-311000000,-31000000,310000000,0,199000000,199000000,199000000,0,0,0.115,806000000,354000000,267000000,0.0,1.453,7.276,7.222,6953000000,0,17.26,0.849,0.849,145000000,2257000000,1732000000,1732000000,0,,,,,5000000,481000000,1.0,323732696,323732696,,5.35,9579000000,0,131000000,1423000000,29.589,-497000000
354,JBLU,ARQ,2016-06-30,2016-07-29,2016-06-30,2020-02-19,16000000,9458000000,,2078000000,7380000000,,11.26,-151000000,1001000000,1001000000,534000000,180000000,0.795,1.595,1746000000,446000000,1300000000,1746000000,0,97000000,0,0.0,0.0,317000000,414000000,0.252,414000000,317000000,289000000,0.56,0.53,0.56,3644000000,,3644000000,6677227790,5,3.88,271000000,0.837,1.0,1109000000,0.675,0,28000000,7590000000,,0,605000000,575000000,30000000,5814000000,2613000000,3201000000,5932227790,178000000,0,9000000,-36000000,0,-15000000,-229000000,-76000000,422000000,0,180000000,180000000,180000000,0,0,0.11,796000000,313000000,341000000,0.0,1.628,7.734,7.606,6791000000,0,18.33,0.907,0.907,153000000,2058000000,1643000000,1643000000,0,,,,,6000000,487000000,1.0,323634904,323634904,,5.077,9458000000,0,109000000,1341000000,29.224,-535000000
355,JBLU,ARQ,2016-03-31,2016-05-03,2016-03-31,2020-02-19,-3000000,9062000000,,1774000000,7288000000,,10.597,-166000000,823000000,823000000,463000000,199000000,0.717,1.654,1780000000,448000000,1332000000,1780000000,0,91000000,0,0.0,0.0,352000000,443000000,0.274,443000000,352000000,323000000,0.62,0.59,0.62,3414000000,,3414000000,7377543809,6,4.418,419000000,1.301,1.0,1153000000,0.713,0,29000000,7545000000,,0,530000000,530000000,0,5648000000,2474000000,3174000000,6420543809,439000000,0,2000000,-51000000,0,-56000000,-90000000,76000000,585000000,0,199000000,199000000,199000000,0,0,0.123,804000000,349000000,260000000,0.0,1.881,8.688,8.554,6722000000,0,19.93,0.986,0.986,145000000,1878000000,1616000000,1616000000,0,,,,,7000000,499000000,1.0,322154732,322154732,,5.016,9062000000,0,124000000,1276000000,28.129,-700000000
356,JBLU,ARQ,2015-12-31,2016-02-17,2015-12-31,2020-02-19,-3000000,8660000000,,1373000000,7287000000,,9.998,-389000000,381000000,381000000,527000000,190000000,0.604,1.698,1843000000,448000000,1395000000,1843000000,0,93000000,0,0.0,0.0,333000000,426000000,0.267,426000000,333000000,303000000,0.6,0.56,0.6,3210000000,,3210000000,8358777264,7,5.324,-85000000,-0.265,1.0,1067000000,0.669,0,30000000,7847000000,,44000000,607000000,558000000,49000000,5450000000,2275000000,3175000000,6896777264,-226000000,0,-61000000,-96000000,0,-159000000,-371000000,26000000,304000000,0,190000000,190000000,190000000,0,0,0.119,737000000,330000000,205000000,0.0,2.149,10.187,9.991,6652000000,0,21.48,1.075,1.075,136000000,1679000000,1594000000,1594000000,0,,,,,5000000,466000000,1.0,321079016,321079016,,4.965,8660000000,145000000,113000000,1218000000,26.972,-902000000
357,JBLU,ARQ,2015-09-30,2015-10-30,2015-09-30,2020-02-19,-18000000,8594000000,,1626000000,6968000000,,9.576,-146000000,610000000,610000000,595000000,198000000,0.731,1.849,1982000000,238000000,1744000000,1982000000,0,84000000,0,0.0,0.0,354000000,438000000,0.26,438000000,354000000,322000000,0.63,0.58,0.63,3017000000,,3017000000,9198103342,9,6.551,258000000,0.819,1.0,1092000000,0.647,0,32000000,7741000000,,0,635000000,588000000,47000000,5577000000,2225000000,3352000000,7826103342,122000000,0,10000000,-54000000,0,-49000000,-233000000,-88000000,404000000,0,198000000,198000000,198000000,0,0,0.117,741000000,351000000,264000000,0.0,2.594,13.611,13.5,6360000000,0,24.84,1.249,1.249,149000000,1489000000,1687000000,1687000000,0,,,,,5000000,458000000,1.0,315060521,315060521,,5.355,8594000000,0,124000000,1040000000,27.277,-599000000
358,JBLU,ARQ,2015-06-30,2015-07-31,2015-06-30,2020-02-19,-24000000,8317000000,,1405000000,6912000000,,8.872,-238000000,484000000,484000000,618000000,152000000,0.643,1.978,2032000000,229000000,1803000000,2032000000,0,81000000,0,0.0,0.0,282000000,363000000,0.225,363000000,282000000,250000000,0.48,0.44,0.48,2793000000,,2793000000,8782436727,10,7.234,124000000,0.394,1.0,994000000,0.617,0,32000000,7679000000,,0,549000000,493000000,56000000,5524000000,2186000000,3338000000,7234436727,-177000000,0,-136000000,-123000000,0,-246000000,-293000000,-55000000,362000000,0,152000000,152000000,152000000,0,0,0.094,712000000,282000000,266000000,0.0,2.59,15.865,15.527,6308000000,0,22.98,1.184,1.184,144000000,1291000000,1612000000,1612000000,0,,,,,5000000,445000000,1.0,314814479,314814479,,5.12,8317000000,0,98000000,961000000,26.419,-781000000
359,JBLU,ARQ,2015-03-31,2015-04-30,2015-03-31,2020-02-19,-50000000,8304000000,,1511000000,6793000000,,8.648,-168000000,661000000,661000000,562000000,137000000,0.686,2.065,2181000000,264000000,1917000000,2181000000,0,87000000,0,0.0,0.0,256000000,343000000,0.225,343000000,256000000,222000000,0.44,0.4,0.44,2709000000,,2709000000,7951302878,8,6.051,360000000,1.149,1.0,961000000,0.631,0,34000000,7621000000,,0,497000000,399000000,98000000,5595000000,2203000000,3392000000,6431302878,258000000,0,30000000,-55000000,0,-33000000,-237000000,-70000000,528000000,0,137000000,137000000,137000000,0,0,0.09,708000000,253000000,248000000,0.0,2.374,12.044,11.469,6161000000,0,20.53,1.073,1.073,155000000,1139000000,1523000000,1523000000,0,,,,,5000000,435000000,1.0,313263657,313263657,,4.862,8304000000,0,85000000,897000000,26.508,-692000000
360,HA,MRY,2019-12-31,2019-12-31,2019-12-31,2020-02-13,-103883000,4126624000,3928403000.0,874706000,3251918000,0.721,22.806,-387826000,373056000,373056000,1336713000,223984000,0.814,2.815,1362154000,158354000,1203800000,1362154000,781902000,159363000,0,0.016,0.48,332860000,492223000,0.174,492223000,332860000,304996000,4.72,4.71,4.72,1081796000,1032598250.0,1081796000,2176447977,7,4.422,97314000,2.052,1.0,1495515000,0.528,120163000,27864000,3920343000,3533803000.0,37630000,245599000,245599000,0,3044828000,1075216000,1969612000,1364671977,104479000,0,-68769000,117138000,-22774000,24546000,-405207000,-11106000,485140000,0,223984000,223984000,223984000,0,0,0.079,1168038000,327477000,148748000,0.102,1.261,6.093,6.206,2949317000,0,29.29,0.482,0.491,97380000,1049567000,2832228000,2832228000,0,0.057,0.217,0.094,0.118,8253000,853872000,1.0,46591737,47435000,47546000.0,59.708,4006461000,64192000,81012000,289564000,84.462,-200510000
361,HA,MRY,2018-12-31,2018-12-31,2018-12-31,2020-02-13,-93140000,3196646000,3168726500.0,705167000,2491479000,0.895,18.833,-440063000,268577000,268577000,1381614000,233200000,0.701,2.372,709781000,101097000,608684000,709781000,767355000,140439000,0,0.018,0.48,334159000,474598000,0.167,474598000,334159000,301158000,4.63,4.62,4.63,947994000,922364000.0,947994000,1676739329,5,3.533,68445000,1.36,1.0,1455797000,0.513,120812000,33001000,2510905000,2362524500.0,33942000,232241000,232241000,0,2248652000,1006133000,1242519000,1304746329,76624000,0,-102500000,14905000,-24171000,-115408000,-316476000,36587000,508508000,0,233200000,233200000,233200000,0,0,0.082,1141429000,314368000,143146000,0.104,1.376,5.595,5.704,2185111000,0,26.41,0.46,0.469,111834000,912201000,2837411000,2837411000,0,0.074,0.253,0.141,0.118,5349000,814034000,1.0,49403496,50338000,50488000.0,56.367,3075834000,0,67958000,167770000,61.104,-300966000
362,HA,MRY,2017-12-31,2017-12-31,2017-12-31,2020-02-13,-75264000,2873821000,2862034000.0,716076000,2157745000,0.935,15.924,-340574000,191953000,191953000,1170103000,330610000,0.764,2.4,570671000,59470000,511201000,570671000,738857000,113851000,0,0.003,0.12,421722000,535573000,0.2,535573000,421722000,390821000,6.23,6.19,6.23,845125000,794701000.0,845125000,2248067680,5,4.198,-9439000,-0.178,1.0,1505042000,0.563,121850000,30901000,2193728000,1935650250.0,35361000,269297000,269297000,0,2028696000,936961000,1091735000,2090998680,-139038000,0,-100000000,-61674000,-6261000,-175467000,-294706000,12868000,331135000,0,330610000,330610000,330610000,0,0,0.124,1041004000,464038000,140805000,0.019,2.474,6.325,6.396,1842263000,0,39.85,0.782,0.791,140279000,793134000,2675145000,2675145000,0,0.116,0.416,0.218,0.158,7286000,759747000,1.0,52471736,53074000,53413000.0,50.404,2751971000,0,60211000,134141000,51.852,-220885000
363,HA,MRY,2016-12-31,2016-12-31,2016-12-31,2020-02-13,-103493000,2708601000,2618522250.0,798236000,1910365000,0.929,12.718,-178822000,330991000,330991000,1032116000,224120000,0.962,2.981,556807000,58899000,497908000,556807000,0,109363000,0,0.0,0.0,397831000,507194000,0.209,507194000,397831000,361219000,4.19,4.15,4.19,680453000,599620250.0,680453000,3199273075,8,6.308,258222000,4.826,1.0,1400297000,0.576,123074000,36612000,1981227000,1875080000.0,20363000,284075000,284075000,0,2028148000,830116000,1198032000,3045309075,44489000,0,-13763000,-217104000,0,-238452000,-154103000,-7132000,437044000,0,224120000,224120000,224120000,0,0,0.092,1002810000,397487000,116507000,0.0,4.475,13.588,13.604,1654567000,0,57.0,1.252,1.254,96067000,656146000,2432413000,2432413000,0,0.086,0.374,0.212,0.164,8424000,658051000,1.0,53426475,53502000,53958000.0,45.464,2585527000,0,137099000,170543000,48.326,-31880000
364,HA,MRY,2015-12-31,2015-12-31,2015-12-31,2020-02-13,-99277000,2489922000,2571930750.0,740984000,1748938000,0.901,8.256,-115159000,286502000,286502000,1052371000,182646000,0.966,4.582,752356000,74441000,677915000,752356000,0,106816000,0,0.0,0.0,351366000,458182000,0.198,458182000,351366000,295688000,3.38,2.98,3.38,446062000,363893500.0,446062000,2444297322,7,5.335,360869000,6.679,1.0,1265096000,0.546,125323000,55678000,2063678000,2207697250.0,19164000,278545000,278545000,0,2043860000,766775000,1277085000,1880058322,15849000,0,-40138000,-401374000,0,-424872000,-35307000,-21386000,476028000,0,182646000,182646000,182646000,0,0,0.079,816466000,448630000,101310000,0.0,4.215,10.293,10.453,1552742000,0,35.33,0.811,0.824,81723000,420714000,2317467000,2317467000,0,0.071,0.502,0.159,0.152,6616000,596725000,1.0,53214218,54031000,61256000.0,42.891,2364599000,0,113042000,136625000,43.764,-25791000
